D|201927273|101.00|0
D|215217070|101.00|0
D|602507568|101.00|0
D|212249674|101.00|0
D|602873550|101.00|0
D|601973072|101.00|0
D|602548084|101.00|0
D|208526040|101.00|0
D|34001024|101.00|0
D|204871038|101.00|0
D|274884|101.00|0
D|68375|101.00|0
D|135327|101.00|0
D|135669|101.00|0
D|23961|101.00|0
D|68170|101.00|0
D|216935|101.00|0
D|124473|101.00|0
D|207727|101.00|0
D|216955|101.00|0
D|1672368|101.00|0
D|217934|101.00|0
D|1755876|101.00|0
D|760343|101.00|0
D|288693|101.00|0
D|65251|101.00|0
D|14644953|101.00|0
D|12117050|101.00|0
D|22000822|101.00|0
D|9440001|101.00|0
D|9114342|101.00|0
D|20587893|101.00|0
D|16518583|101.00|0
D|2572382|101.00|0
D|2307035|101.00|0
D|9999613|101.00|0
D|2333715|101.00|0
D|606301251|101.00|0
D|2276526|101.00|0
D|9976232|101.00|0
D|26436094|101.00|0
D|2039265|101.00|0
D|4584233|101.00|0
D|2090991|101.00|0
D|605782344|101.00|0
D|239795|101.00|0
D|606387585|101.00|0
D|1954821|101.00|0
D|2327368|101.00|0
D|7217981|101.00|0
D|4776851|101.00|0
D|604958877|101.00|0
D|2325926|101.00|0
D|2131040|101.00|0
D|20508105|101.00|0
D|20601518|101.00|0
D|851343|101.00|0
D|2373685|101.00|0
D|2255713|101.00|0
D|20129765|101.00|0
D|2155332|101.00|0
D|4913458|101.00|0
D|14576444|101.00|0
D|2229565|101.00|0
D|1944436|101.00|0
D|2200995|101.00|0
D|9570554|101.00|0
D|9519494|101.00|0
D|4789397|101.00|0
D|9989977|101.00|0
D|1858266|101.00|0
D|2535576|101.00|0
D|38384560|101.00|0
D|15083|101.00|0
D|20576500|101.00|0
D|216061335|101.00|0
D|29711923|101.00|0
D|38436563|101.00|0
D|5573547|101.00|0
D|12331980|101.00|0
D|20519721|101.00|0
D|2130715|101.00|0
D|20226027|101.00|0
D|8085029|101.00|0
D|2180050|101.00|0
D|20651373|101.00|0
D|20130707|101.00|0
D|2010911|101.00|0
D|1807227|101.00|0
D|5002102158|101.00|0
D|20314398|101.00|0
D|20648290|101.00|0
D|14538011|101.00|0
D|4641555|101.00|0
D|219565590|101.00|0
D|21602008|101.00|0
D|201028426|101.00|0
D|38258723|101.00|0
D|38272849|101.00|0
D|4714634|101.00|0
D|33354207|101.00|0
D|20460613|101.00|0
